point_addr_hex,logical_name,rw,value_type,scale_divisor,units,min_raw,max_raw,enum_name,notes
0x1059,GetFrom,R,u16,,,0,255,,tuningPolicy=noWritePolicy; name=Get From; models=0|1|10|11|12|17|2|23|24|25|26|28|30|4|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|6|60|61|80|81|82|83|84|85|86|87|9; modelNames=VT7200C5x00W|VT7200F5x00W|VT7300A5x00W|VT7300C5x00W|VT7300F5x00W|VT7300M5x00W|VT7301F5x00W|VT7305A5x00W|VT7305C5x00W|VT7305F5x00W|VT7350C5x00W|VT7350F5x00W|VT7355C5x00W|VT7355F5x00W|VT7600A5x00W|VT7600B5x00W|VT7600F5x00W|VT7600H5x00W|VT7600W5x00W|VT7605B5x00W|VT7606E5x00W|VT7607B5x00W|VT7652A5x00W|VT7652B5x00W|VT7652F5x00W|VT7652H5x00W|VT7652W5x00W|VT7656B5x00W|VT7656E5x00W|VT7657B5x00W|VTR7300A5x00W|VTR7305A5x00W|VTR7350A5x00W|VTR7355A5x00W|VZ7200F5x00W|VZ7260C5x00W|VZ7260F5x00W|VZ7656B1000W|VZ7656E1000W|VZ7656F1000W|VZ7656H1000W|VZ7656R1000W
0x105A,NetworkHandle,RW,enum,1,,,,NetworkHandleEnum,offset=1; name=Network Handle; models=81|83|85; modelNames=VZ7200F5x00W|VZ7260C5x00W|VZ7260F5x00W
0x105C,Deadband,RW,scaled-int,10,fahrenheit degrees,20,50,,models=41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|60|61|81|83|85; modelNames=VT7200C5x00W|VT7200F5x00W|VT7300A5x00W|VT7300C5x00W|VT7300F5x00W|VT7300M5x00W|VT7301F5x00W|VT7305A5x00W|VT7305C5x00W|VT7305F5x00W|VT7350C5x00W|VT7350F5x00W|VT7355C5x00W|VT7355F5x00W|VTR7300A5x00W|VTR7305A5x00W|VTR7350A5x00W|VTR7355A5x00W|VZ7200F5x00W|VZ7260C5x00W|VZ7260F5x00W
0x105C,Deadband,RW,scaled-int,10,fahrenheit degrees,20,40,,models=0|1|10|11|12|17|2|23|24|25|26|28|30|4|6|80|82|84|86|87|9; modelNames=VT7600A5x00W|VT7600B5x00W|VT7600F5x00W|VT7600H5x00W|VT7600W5x00W|VT7605B5x00W|VT7606E5x00W|VT7607B5x00W|VT7652A5x00W|VT7652B5x00W|VT7652F5x00W|VT7652H5x00W|VT7652W5x00W|VT7656B5x00W|VT7656E5x00W|VT7657B5x00W|VZ7656B1000W|VZ7656E1000W|VZ7656F1000W|VZ7656H1000W|VZ7656R1000W
0x105D,RTCCommAddress,RW,u16,,,1,127,,name=RTC Comm Address; models=81|83|85; modelNames=VZ7200F5x00W|VZ7260C5x00W|VZ7260F5x00W
0x105E,AO2OALK,RW,scaled-int,10,fahrenheit,-400,1220,,name=AO2 Outside Air Lockout Setpoint; models=81|85; modelNames=VZ7200F5x00W|VZ7260F5x00W
0x105F,BO5OALK,RW,scaled-int,10,fahrenheit,-400,1220,,name=BO5 Outside Air Lockout Setpoint; models=81|83|85; modelNames=VZ7200F5x00W|VZ7260C5x00W|VZ7260F5x00W
0x1060,DamperMinPos,RW,u16,,percent,0,100,,name=Damper Minimum Position; models=81|83|85; modelNames=VZ7200F5x00W|VZ7260C5x00W|VZ7260F5x00W
0x1061,DamperMaxPos,RW,u16,,percent,0,100,,name=Damper Maximum Position; models=81|83|85; modelNames=VZ7200F5x00W|VZ7260C5x00W|VZ7260F5x00W
0x1062,DamperMaxHeatPos,RW,u16,,percent,0,100,,name=Damper Max Heat Position; models=81|83|85; modelNames=VZ7200F5x00W|VZ7260C5x00W|VZ7260F5x00W
0x1063,HeatingSetpointLimit,RW,scaled-int,10,fahrenheit,400,900,,name=Heating Setpoint Limit; models=0|1|10|11|12|17|2|23|24|25|26|28|30|4|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|6|60|61|81|83|85|9; modelNames=VT7200C5x00W|VT7200F5x00W|VT7300A5x00W|VT7300C5x00W|VT7300F5x00W|VT7300M5x00W|VT7301F5x00W|VT7305A5x00W|VT7305C5x00W|VT7305F5x00W|VT7350C5x00W|VT7350F5x00W|VT7355C5x00W|VT7355F5x00W|VT7600A5x00W|VT7600B5x00W|VT7600F5x00W|VT7600H5x00W|VT7600W5x00W|VT7605B5x00W|VT7606E5x00W|VT7607B5x00W|VT7652A5x00W|VT7652B5x00W|VT7652F5x00W|VT7652H5x00W|VT7652W5x00W|VT7656B5x00W|VT7656E5x00W|VT7657B5x00W|VTR7300A5x00W|VTR7305A5x00W|VTR7350A5x00W|VTR7355A5x00W|VZ7200F5x00W|VZ7260C5x00W|VZ7260F5x00W
0x1064,CoolingSetpointLimit,RW,scaled-int,10,fahrenheit,540,1000,,name=Cooling Setpoint Limit; models=0|1|10|11|12|17|2|23|24|25|26|28|30|4|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|6|60|61|81|83|85|9; modelNames=VT7200C5x00W|VT7200F5x00W|VT7300A5x00W|VT7300C5x00W|VT7300F5x00W|VT7300M5x00W|VT7301F5x00W|VT7305A5x00W|VT7305C5x00W|VT7305F5x00W|VT7350C5x00W|VT7350F5x00W|VT7355C5x00W|VT7355F5x00W|VT7600A5x00W|VT7600B5x00W|VT7600F5x00W|VT7600H5x00W|VT7600W5x00W|VT7605B5x00W|VT7606E5x00W|VT7607B5x00W|VT7652A5x00W|VT7652B5x00W|VT7652F5x00W|VT7652H5x00W|VT7652W5x00W|VT7656B5x00W|VT7656E5x00W|VT7657B5x00W|VTR7300A5x00W|VTR7305A5x00W|VTR7350A5x00W|VTR7355A5x00W|VZ7200F5x00W|VZ7260C5x00W|VZ7260F5x00W
0x1065,AO2Status,R,u16,,percent,0,100,,name=AO2 Status; models=81|85; modelNames=VZ7200F5x00W|VZ7260F5x00W
0x1066,DisplayScale,RW,bool,,,,,,name=Display Scale; models=0|1|10|11|12|17|2|23|24|25|26|28|30|4|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|6|60|61|81|83|85|9; modelNames=VT7200C5x00W|VT7200F5x00W|VT7300A5x00W|VT7300C5x00W|VT7300F5x00W|VT7300M5x00W|VT7301F5x00W|VT7305A5x00W|VT7305C5x00W|VT7305F5x00W|VT7350C5x00W|VT7350F5x00W|VT7355C5x00W|VT7355F5x00W|VT7600A5x00W|VT7600B5x00W|VT7600F5x00W|VT7600H5x00W|VT7600W5x00W|VT7605B5x00W|VT7606E5x00W|VT7607B5x00W|VT7652A5x00W|VT7652B5x00W|VT7652F5x00W|VT7652H5x00W|VT7652W5x00W|VT7656B5x00W|VT7656E5x00W|VT7657B5x00W|VTR7300A5x00W|VTR7305A5x00W|VTR7350A5x00W|VTR7355A5x00W|VZ7200F5x00W|VZ7260C5x00W|VZ7260F5x00W
0x1067,MenuScroll,RW,bool,,,,,,name=Menu Scroll; models=0|1|10|11|12|17|2|23|24|25|26|28|30|4|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|6|60|61|81|83|85|9; modelNames=VT7200C5x00W|VT7200F5x00W|VT7300A5x00W|VT7300C5x00W|VT7300F5x00W|VT7300M5x00W|VT7301F5x00W|VT7305A5x00W|VT7305C5x00W|VT7305F5x00W|VT7350C5x00W|VT7350F5x00W|VT7355C5x00W|VT7355F5x00W|VT7600A5x00W|VT7600B5x00W|VT7600F5x00W|VT7600H5x00W|VT7600W5x00W|VT7605B5x00W|VT7606E5x00W|VT7607B5x00W|VT7652A5x00W|VT7652B5x00W|VT7652F5x00W|VT7652H5x00W|VT7652W5x00W|VT7656B5x00W|VT7656E5x00W|VT7657B5x00W|VTR7300A5x00W|VTR7305A5x00W|VTR7350A5x00W|VTR7355A5x00W|VZ7200F5x00W|VZ7260C5x00W|VZ7260F5x00W
0x1068,CfgMotionDetection,RW,bool,,,,,,name=Config Motion Detection; models=81; modelNames=VZ7200F5x00W
0x1069,AO2RA/DA,RW,bool,,,,,,name=AO2 RA/DA; models=81|85; modelNames=VZ7200F5x00W|VZ7260F5x00W
0x106A,BO5TimeBase,RW,bool,,,,,,name=BO5 Time Base; models=81|83|85; modelNames=VZ7200F5x00W|VZ7260C5x00W|VZ7260F5x00W
0x106B,BO5ContactFunction,RW,bool,,,,,,name=BO5 Contact Function; models=81|83|85; modelNames=VZ7200F5x00W|VZ7260C5x00W|VZ7260F5x00W
0x106C,BO5Status,R,bool,,,,,,name=BO5 Status; models=81|83|85; modelNames=VZ7200F5x00W|VZ7260C5x00W|VZ7260F5x00W
0x106D,AO2LockStatus,R,bool,,,,,,name=AO2 Lock Status; models=81|85; modelNames=VZ7200F5x00W|VZ7260F5x00W
0x106E,BO5LockStatus,R,bool,,,,,,name=BO5 Lock Status; models=81|83|85; modelNames=VZ7200F5x00W|VZ7260C5x00W|VZ7260F5x00W
0x106F,RoomTempOverride,RW,bool,,,,,,name=Room Temperature Override; models=0|1|10|11|12|17|2|23|24|25|26|28|30|4|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|6|60|61|81|83|85|9; modelNames=VT7200C5x00W|VT7200F5x00W|VT7300A5x00W|VT7300C5x00W|VT7300F5x00W|VT7300M5x00W|VT7301F5x00W|VT7305A5x00W|VT7305C5x00W|VT7305F5x00W|VT7350C5x00W|VT7350F5x00W|VT7355C5x00W|VT7355F5x00W|VT7600A5x00W|VT7600B5x00W|VT7600F5x00W|VT7600H5x00W|VT7600W5x00W|VT7605B5x00W|VT7606E5x00W|VT7607B5x00W|VT7652A5x00W|VT7652B5x00W|VT7652F5x00W|VT7652H5x00W|VT7652W5x00W|VT7656B5x00W|VT7656E5x00W|VT7657B5x00W|VTR7300A5x00W|VTR7305A5x00W|VTR7350A5x00W|VTR7355A5x00W|VZ7200F5x00W|VZ7260C5x00W|VZ7260F5x00W
0x1070,SetpointType,RW,bool,,,,,,name=Setpoint Type; models=41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|60|61|81|83|85; modelNames=VT7200C5x00W|VT7200F5x00W|VT7300A5x00W|VT7300C5x00W|VT7300F5x00W|VT7300M5x00W|VT7301F5x00W|VT7305A5x00W|VT7305C5x00W|VT7305F5x00W|VT7350C5x00W|VT7350F5x00W|VT7355C5x00W|VT7355F5x00W|VTR7300A5x00W|VTR7305A5x00W|VTR7350A5x00W|VTR7355A5x00W|VZ7200F5x00W|VZ7260C5x00W|VZ7260F5x00W
0x1071,ReheatConfig,RW,enum,1,,,,ReheatConfigEnum,offset=1; name=Reheat Config; models=81; modelNames=VZ7200F5x00W
0x1071,ReheatConfig,RW,enum,1,,,,ReheatConfigUniversalEnum,offset=1; name=Reheat Config; models=83|85; modelNames=VZ7260C5x00W|VZ7260F5x00W
0x1072,PIHeatWeight,RW,enum,25,,,,PIRWeightEnum,offset=25; name=PI Heat Weight; models=81|83|85; modelNames=VZ7200F5x00W|VZ7260C5x00W|VZ7260F5x00W
0x1073,PICoolWeight,RW,enum,25,,,,PIRWeightEnum,offset=25; name=PI Cool Weight; models=81|83|85; modelNames=VZ7200F5x00W|VZ7260C5x00W|VZ7260F5x00W
0x1074,TRSS,R,u16,,percent,0,100,,type=NumericSpecial; models=0|1|10|11|12|17|2|21|23|24|25|26|28|30|4|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|6|60|61|80|81|82|83|84|85|86|87|9; modelNames=VRP5000W1000W|VT7200C5x00W|VT7200F5x00W|VT7300A5x00W|VT7300C5x00W|VT7300F5x00W|VT7300M5x00W|VT7301F5x00W|VT7305A5x00W|VT7305C5x00W|VT7305F5x00W|VT7350C5x00W|VT7350F5x00W|VT7355C5x00W|VT7355F5x00W|VT7600A5x00W|VT7600B5x00W|VT7600F5x00W|VT7600H5x00W|VT7600W5x00W|VT7605B5x00W|VT7606E5x00W|VT7607B5x00W|VT7652A5x00W|VT7652B5x00W|VT7652F5x00W|VT7652H5x00W|VT7652W5x00W|VT7656B5x00W|VT7656E5x00W|VT7657B5x00W|VTR7300A5x00W|VTR7305A5x00W|VTR7350A5x00W|VTR7355A5x00W|VZ7200F5x00W|VZ7260C5x00W|VZ7260F5x00W|VZ7656B1000W|VZ7656E1000W|VZ7656F1000W|VZ7656H1000W|VZ7656R1000W
0x1075,OutdoorTempOverride,RW,bool,,,,,,name=Outdoor Temperature Override; models=0|1|10|11|12|17|2|23|24|25|26|28|30|4|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|6|60|61|80|81|82|83|84|85|86|87|9; modelNames=VT7200C5x00W|VT7200F5x00W|VT7300A5x00W|VT7300C5x00W|VT7300F5x00W|VT7300M5x00W|VT7301F5x00W|VT7305A5x00W|VT7305C5x00W|VT7305F5x00W|VT7350C5x00W|VT7350F5x00W|VT7355C5x00W|VT7355F5x00W|VT7600A5x00W|VT7600B5x00W|VT7600F5x00W|VT7600H5x00W|VT7600W5x00W|VT7605B5x00W|VT7606E5x00W|VT7607B5x00W|VT7652A5x00W|VT7652B5x00W|VT7652F5x00W|VT7652H5x00W|VT7652W5x00W|VT7656B5x00W|VT7656E5x00W|VT7657B5x00W|VTR7300A5x00W|VTR7305A5x00W|VTR7350A5x00W|VTR7355A5x00W|VZ7200F5x00W|VZ7260C5x00W|VZ7260F5x00W|VZ7656B1000W|VZ7656E1000W|VZ7656F1000W|VZ7656H1000W|VZ7656R1000W
0x1076,RoomHumidityOverride,RW,bool,,,,,,name=Room Humidity Override; models=0|17|25|26|43|45|47|49|53|55; modelNames=VT7350C5x00W|VT7350F5x00W|VT7355C5x00W|VT7355F5x00W|VT7600W5x00W|VT7607B5x00W|VT7652W5x00W|VT7657B5x00W|VTR7350A5x00W|VTR7355A5x00W
0x1077,HeatingValveStatus,R,bool,,,,,,name=Heating Valve Status; models=41|42|43|44|45|46|53|54|55|56|60; modelNames=VT7200C5x00W|VT7300A5x00W|VT7300C5x00W|VT7305A5x00W|VT7305C5x00W|VT7350C5x00W|VT7355C5x00W|VTR7300A5x00W|VTR7305A5x00W|VTR7350A5x00W|VTR7355A5x00W
0x1078,CoolingValveStatus,R,bool,,,,,,name=Cooling Valve Status; models=41|42|43|44|45|46|53|54|55|56|60; modelNames=VT7200C5x00W|VT7300A5x00W|VT7300C5x00W|VT7305A5x00W|VT7305C5x00W|VT7350C5x00W|VT7355C5x00W|VTR7300A5x00W|VTR7305A5x00W|VTR7350A5x00W|VTR7355A5x00W
0x1079,BI2Config,RW,enum,1,,,,BI2ConfigEnum,offset=1; name=BI2 Config; models=41|42|43|44|45|46|47|48|49|50|51|52|60|61; modelNames=VT7200C5x00W|VT7200F5x00W|VT7300A5x00W|VT7300C5x00W|VT7300F5x00W|VT7300M5x00W|VT7301F5x00W|VT7305A5x00W|VT7305C5x00W|VT7305F5x00W|VT7350C5x00W|VT7350F5x00W|VT7355C5x00W|VT7355F5x00W
0x1079,BI2Config,RW,enum,1,,,,BI2ConfigPFcuEnum,offset=1; name=BI2 Config; models=53|54|55|56; modelNames=VTR7300A5x00W|VTR7305A5x00W|VTR7350A5x00W|VTR7355A5x00W
0x107A,UI3Config,RW,enum,1,,,,UI3ConfigEnum,offset=1; name=UI3 Config; models=41|42|43|44|45|46|47|48|49|50|51|60|61; modelNames=VT7200C5x00W|VT7200F5x00W|VT7300A5x00W|VT7300C5x00W|VT7300F5x00W|VT7300M5x00W|VT7305A5x00W|VT7305C5x00W|VT7305F5x00W|VT7350C5x00W|VT7350F5x00W|VT7355C5x00W|VT7355F5x00W
0x107B,AutoModeEnable,RW,bool,,,,,,name=Auto Mode Enable; models=41|42|43|44|45|46|47|48|49|50|51|53|54|55|56; modelNames=VT7300A5x00W|VT7300C5x00W|VT7300F5x00W|VT7300M5x00W|VT7305A5x00W|VT7305C5x00W|VT7305F5x00W|VT7350C5x00W|VT7350F5x00W|VT7355C5x00W|VT7355F5x00W|VTR7300A5x00W|VTR7305A5x00W|VTR7350A5x00W|VTR7355A5x00W
0x107C,PipeNumber,RW,enum,2,,,,PipeNumberEnum,name=Pipe Number; models=41|42|43|44|45|46|47|48|49|50|53|54|55|56; modelNames=VT7300A5x00W|VT7300C5x00W|VT7300F5x00W|VT7305A5x00W|VT7305C5x00W|VT7305F5x00W|VT7350C5x00W|VT7350F5x00W|VT7355C5x00W|VT7355F5x00W|VTR7300A5x00W|VTR7305A5x00W|VTR7350A5x00W|VTR7355A5x00W
0x107D,Out#1Config,RW,enum,2,,,,Out1ConfigEnum,name=Out #1 Config; models=60|61; modelNames=VT7200C5x00W|VT7200F5x00W
0x107E,AuxConfig,RW,enum,1,,,,AuxConfigEnum,offset=1; name=Aux Configuration; models=41|42|43|44|45|46|47|48|49|50|51|60|61; modelNames=VT7200C5x00W|VT7200F5x00W|VT7300A5x00W|VT7300C5x00W|VT7300F5x00W|VT7300M5x00W|VT7305A5x00W|VT7305C5x00W|VT7305F5x00W|VT7350C5x00W|VT7350F5x00W|VT7355C5x00W|VT7355F5x00W
0x107F,FanModeSequence,RW,enum,1,,,,FanModeSeqEnum,offset=1; name=Fan Mode Sequence; models=41|42|43|44|45|46|47|48|49|50|53|54|55|56; modelNames=VT7300A5x00W|VT7300C5x00W|VT7300F5x00W|VT7305A5x00W|VT7305C5x00W|VT7305F5x00W|VT7350C5x00W|VT7350F5x00W|VT7355C5x00W|VT7355F5x00W|VTR7300A5x00W|VTR7305A5x00W|VTR7350A5x00W|VTR7355A5x00W
0x1080,SetpointFunction,RW,bool,,,,,,name=Setpoint Function; models=41|42|43|44|45|46|47|48|49|50|51|53|54|55|56; modelNames=VT7300A5x00W|VT7300C5x00W|VT7300F5x00W|VT7300M5x00W|VT7305A5x00W|VT7305C5x00W|VT7305F5x00W|VT7350C5x00W|VT7350F5x00W|VT7355C5x00W|VT7355F5x00W|VTR7300A5x00W|VTR7305A5x00W|VTR7350A5x00W|VTR7355A5x00W
0x1081,ReheatTimeBase,RW,bool,,,,,,name=Reheat Time Base; models=41|42|43|44|45|46|47|48|49|50|51|60|61; modelNames=VT7200C5x00W|VT7200F5x00W|VT7300A5x00W|VT7300C5x00W|VT7300F5x00W|VT7300M5x00W|VT7305A5x00W|VT7305C5x00W|VT7305F5x00W|VT7350C5x00W|VT7350F5x00W|VT7355C5x00W|VT7355F5x00W
0x1082,ProportionalBand,RW,enum,1,,,,PBandFcuEnum,offset=-2; name=Proportional Band; models=41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|60|61; modelNames=VT7200C5x00W|VT7200F5x00W|VT7300A5x00W|VT7300C5x00W|VT7300F5x00W|VT7300M5x00W|VT7301F5x00W|VT7305A5x00W|VT7305C5x00W|VT7305F5x00W|VT7350C5x00W|VT7350F5x00W|VT7355C5x00W|VT7355F5x00W|VTR7300A5x00W|VTR7305A5x00W|VTR7350A5x00W|VTR7355A5x00W
0x1082,ProportionalBand,RW,enum,1,,,,PBandFcuEnum,offset=2; name=Proportional Band; models=83|85; modelNames=VZ7260C5x00W|VZ7260F5x00W
0x1082,ProprationalBand,RW,enum,1,,,,PBandRtuHpEnum,offset=-1; name=Proportional Band; models=0|1|10|11|12|17|2|23|24|25|26|28|30|4|6|9; modelNames=VT7600A5x00W|VT7600B5x00W|VT7600F5x00W|VT7600H5x00W|VT7600W5x00W|VT7605B5x00W|VT7606E5x00W|VT7607B5x00W|VT7652A5x00W|VT7652B5x00W|VT7652F5x00W|VT7652H5x00W|VT7652W5x00W|VT7656B5x00W|VT7656E5x00W|VT7657B5x00W
0x1083,AutoFan,RW,bool,,,,,,name=Auto Fan; models=41|42|43|44|45|46|47|48|49|50|53|54|55|56; modelNames=VT7300A5x00W|VT7300C5x00W|VT7300F5x00W|VT7305A5x00W|VT7305C5x00W|VT7305F5x00W|VT7350C5x00W|VT7350F5x00W|VT7355C5x00W|VT7355F5x00W|VTR7300A5x00W|VTR7305A5x00W|VTR7350A5x00W|VTR7355A5x00W
0x1084,StandbyTime,RW,scaled-int,10,hour,5,240,,name=Standby Time; models=41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|60|61|83|85; modelNames=VT7200C5x00W|VT7200F5x00W|VT7300A5x00W|VT7300C5x00W|VT7300F5x00W|VT7300M5x00W|VT7301F5x00W|VT7305A5x00W|VT7305C5x00W|VT7305F5x00W|VT7350C5x00W|VT7350F5x00W|VT7355C5x00W|VT7355F5x00W|VTR7300A5x00W|VTR7305A5x00W|VTR7350A5x00W|VTR7355A5x00W|VZ7260C5x00W|VZ7260F5x00W
0x1085,UnoccTime,RW,scaled-int,10,hour,0,240,,name=Unoccupied Time; models=41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|60|61|83|85; modelNames=VT7200C5x00W|VT7200F5x00W|VT7300A5x00W|VT7300C5x00W|VT7300F5x00W|VT7300M5x00W|VT7301F5x00W|VT7305A5x00W|VT7305C5x00W|VT7305F5x00W|VT7350C5x00W|VT7350F5x00W|VT7355C5x00W|VT7355F5x00W|VTR7300A5x00W|VTR7305A5x00W|VTR7350A5x00W|VTR7355A5x00W|VZ7260C5x00W|VZ7260F5x00W
0x1085,UnoccTime,RW,scaled-int,10,hour,5,240,,name=Unoccupied Time; models=0|1|10|11|12|17|2|23|24|25|26|28|30|4|6|9; modelNames=VT7600A5x00W|VT7600B5x00W|VT7600F5x00W|VT7600H5x00W|VT7600W5x00W|VT7605B5x00W|VT7606E5x00W|VT7607B5x00W|VT7652A5x00W|VT7652B5x00W|VT7652F5x00W|VT7652H5x00W|VT7652W5x00W|VT7656B5x00W|VT7656E5x00W|VT7657B5x00W
0x1086,RHDisplay,RW,bool,,,,,,name=RH Display; models=0|17|43|45|47|49|53|55; modelNames=VT7350C5x00W|VT7350F5x00W|VT7355C5x00W|VT7355F5x00W|VT7607B5x00W|VT7657B5x00W|VTR7350A5x00W|VTR7355A5x00W
0x1087,DehumHysteresis,RW,scaled-int,10,percent relative humidity,20,200,,name=Dehumidification Hysteresis; models=0|17|43|45|47|49|53|55; modelNames=VT7350C5x00W|VT7350F5x00W|VT7355C5x00W|VT7355F5x00W|VT7607B5x00W|VT7657B5x00W|VTR7350A5x00W|VTR7355A5x00W
0x1088,DehumMaxCooling,RW,scaled-int,10,percent,200,1000,,name=Dehumidification Max Cooling; models=43|45|47|49|53|55; modelNames=VT7350C5x00W|VT7350F5x00W|VT7355C5x00W|VT7355F5x00W|VTR7350A5x00W|VTR7355A5x00W
0x1089,ControlType,RW,bool,,,,,,name=Control Type; models=43|44|45|46|60; modelNames=VT7200C5x00W|VT7300C5x00W|VT7305C5x00W|VT7350C5x00W|VT7355C5x00W
0x108A,FloatingMotorTiming,RW,enum,5,,,,FloatingMororTimingEnum,name=Floating Motor Timing; models=43|44|45|46|60; modelNames=VT7200C5x00W|VT7300C5x00W|VT7305C5x00W|VT7350C5x00W|VT7355C5x00W
0x108B,OnOffControlCPH,RW,enum,1,,,,OnOffCtrlCPHEnum,offset=-2; name=On Off Control CPH; models=41|42|43|44|45|46|60; modelNames=VT7200C5x00W|VT7300A5x00W|VT7300C5x00W|VT7305A5x00W|VT7305C5x00W|VT7350C5x00W|VT7355C5x00W
0x108C,DirectReverseActing,RW,bool,,,,,,name=Direct Reverse Acting; models=47|48|49|50|51|61; modelNames=VT7200F5x00W|VT7300F5x00W|VT7300M5x00W|VT7305F5x00W|VT7350F5x00W|VT7355F5x00W
0x108D,FanOptions,RW,bool,,,,,,name=Fan Options; models=52; modelNames=VT7301F5x00W
0x108E,ReheatCPH,RW,enum,1,,,,ReheatCPHEnum,offset=-1; name=Reheat CPH; models=52; modelNames=VT7301F5x00W
0x108F,FrostProtection,RW,bool,,,,,,name=Frost Protection; models=0|1|10|11|12|17|2|23|24|25|26|28|30|4|6|9; modelNames=VT7600A5x00W|VT7600B5x00W|VT7600F5x00W|VT7600H5x00W|VT7600W5x00W|VT7605B5x00W|VT7606E5x00W|VT7607B5x00W|VT7652A5x00W|VT7652B5x00W|VT7652F5x00W|VT7652H5x00W|VT7652W5x00W|VT7656B5x00W|VT7656E5x00W|VT7657B5x00W
0x1090,FanControl,RW,bool,,,,,,name=Fan Control; models=0|1|10|11|12|17|2|23|24|25|26|28|30|4|6|9; modelNames=VT7600A5x00W|VT7600B5x00W|VT7600F5x00W|VT7600H5x00W|VT7600W5x00W|VT7605B5x00W|VT7606E5x00W|VT7607B5x00W|VT7652A5x00W|VT7652B5x00W|VT7652F5x00W|VT7652H5x00W|VT7652W5x00W|VT7656B5x00W|VT7656E5x00W|VT7657B5x00W
0x1091,DI1Config,RW,enum,1,,,,DI1ConfigEnum,offset=1; name=DI1 Config; models=1|10|11|12|2|25|26|28|30|4|6|9; modelNames=VT7600A5x00W|VT7600B5x00W|VT7600F5x00W|VT7600H5x00W|VT7600W5x00W|VT7605B5x00W|VT7652A5x00W|VT7652B5x00W|VT7652F5x00W|VT7652H5x00W|VT7652W5x00W|VT7656B5x00W
0x1091,DIConfig,RW,enum,1,,,,DI1ConfigEnum,offset=1; name=DI Config; models=0|17; modelNames=VT7607B5x00W|VT7657B5x00W
0x1092,DI2Config,RW,enum,1,,,,DI2ConfigEnum,offset=1; name=DI2 Config; models=1|10|11|12|2|25|26|28|30|4|6|9; modelNames=VT7600A5x00W|VT7600B5x00W|VT7600F5x00W|VT7600H5x00W|VT7600W5x00W|VT7605B5x00W|VT7652A5x00W|VT7652B5x00W|VT7652F5x00W|VT7652H5x00W|VT7652W5x00W|VT7656B5x00W
0x1093,HeatpumpStages,RW,enum,,,,,HeatPumpStageEnum,name=Heatpump Stages; models=12|25|26|4|82; modelNames=VT7600H5x00W|VT7600W5x00W|VT7652H5x00W|VT7652W5x00W|VZ7656H1000W
0x1094,EconoChangeoverSetpoint,RW,scaled-int,10,fahrenheit,140,700,,name=Economizer Changeover Setpoint; models=1|23|24|87|9; modelNames=VT7605B5x00W|VT7606E5x00W|VT7656B5x00W|VT7656E5x00W|VZ7656E1000W
0x1095,EconoMinPos,RW,u16,,percent,0,100,,name=Economizer Minimum Position; models=1|23|24|87|9; modelNames=VT7605B5x00W|VT7606E5x00W|VT7656B5x00W|VT7656E5x00W|VZ7656E1000W
0x1096,MechCoolEnable,RW,bool,,,,,,name=Mechanical Cooling Enable; models=1|23|24|9; modelNames=VT7605B5x00W|VT7606E5x00W|VT7656B5x00W|VT7656E5x00W
0x1097,MixedAirSetpoint,RW,scaled-int,10,fahrenheit,500,900,,name=Mixed Air Setpoint; models=1|23|24|87|9; modelNames=VT7605B5x00W|VT7606E5x00W|VT7656B5x00W|VT7656E5x00W|VZ7656E1000W
0x1098,HighBalancePoint,RW,scaled-int,10,fahrenheit,340,900,,name=High Balance Point; models=12|4|82; modelNames=VT7600H5x00W|VT7652H5x00W|VZ7656H1000W
0x1099,LowBalancePoint,RW,scaled-int,10,fahrenheit,-400,300,,name=Low Balance Point; models=12|4|82; modelNames=VT7600H5x00W|VT7652H5x00W|VZ7656H1000W
0x109A,ComfortMode,RW,bool,,,,,,name=Comfort Mode; models=12|4; modelNames=VT7600H5x00W|VT7652H5x00W
0x109B,ReversingValveConfig,RW,bool,,,,,,name=Reversing Valve Config; models=12|25|26|4|82; modelNames=VT7600H5x00W|VT7600W5x00W|VT7652H5x00W|VT7652W5x00W|VZ7656H1000W
0x109C,CompressorAuxiliaryLockout,RW,bool,,,,,,name=Compressor Auxiliary Lockout; models=12|4|82; modelNames=VT7600H5x00W|VT7652H5x00W|VZ7656H1000W
0x109D,DehumLowOALockout,RW,scaled-int,10,fahrenheit,-400,1220,,name=Dehumidification Low OA Lockout; models=0|17; modelNames=VT7607B5x00W|VT7657B5x00W
0x109E,DehumLockoutFunctions,RW,bool,,,,,,name=Dehumidification Lockout Functions; models=0|17; modelNames=VT7607B5x00W|VT7657B5x00W
